order_id,customer_age,gender,product_category,order_priority,warehouse_block,mode_of_shipment,customer_rating,cost_of_the_product,prior_purchases,discount_offered,weight_in_gms,reached_on_time
9717,41.0,Female,Home & Garden,Low,D,Road,4.0,516.85,3,22.0,5764.0,1
9718,65.0,Female,Books,High,A,Ship,3.0,347.43,1,11.0,2794.0,1
9719,64.0,Female,Electronics,High,D,Ship,4.0,591.85,4,7.0,1034.0,1
9720,61.0,Female,Clothing,Medium,C,Ship,3.0,78.38,2,21.0,4022.0,1
9721,26.0,Female,Home & Garden,Medium,A,Ship,5.0,137.39,5,49.0,6623.0,0
9722,,Female,Books,Medium,A,Ship,3.0,87.46,6,33.0,2095.0,1
9723,67.0,Female,Home & Garden,High,C,Ship,5.0,594.51,1,12.0,1159.0,1
9724,40.0,Female,Books,Low,C,Ship,4.0,295.29,1,19.0,4637.0,0
9725,67.0,female,Clothing,Medium,F,Ship,4.0,34.98,5,7.0,3375.0,0
9726,30.0,Female,Sports,Medium,A,Flight,4.0,95.54,3,24.0,2319.0,0
9727,49.0,Female,Toys,Medium,B,Ship,,297.56,7,13.0,5991.0,0
9728,67.0,Female,Electronics,Medium,F,Ship,3.0,258.61,1,58.0,4144.0,0
9729,32.0,Male,Toys,High,A,Ship,5.0,37.7,2,50.0,3840.0,1
9730,53.0,Male,Clothing,High,C,Flight,3.0,127.32,4,52.0,1334.0,1
9731,66.0,Male,Home & Garden,High,C,Flight,4.0,345.68,3,15.0,3491.0,1
9732,22.0,Male,Books,High,B,Ship,4.0,112.8,1,37.0,1987.0,1
9733,39.0,Male,Clothing,High,A,Ship,5.0,84.91,6,44.0,1981.0,0
9734,33.0,Other,Clothing,Medium,D,Ship,3.0,277.73,2,15.0,5598.0,0
9735,58.0,Female,Clothing,Critical,F,Ship,5.0,241.72,6,24.0,4467.0,0
9736,27.0,Female,Electronics,Medium,A,Road,5.0,35.12,5,51.0,3241.0,1
9737,41.0,Male,Clothing,Medium,D,Flight,2.0,502.64,3,45.0,6531.0,0
9738,35.0,Female,Clothing,Medium,C,Ship,4.0,163.29,2,7.0,6135.0,0
9739,66.0,Female,Toys,Medium,C,Road,4.0,419.6,1,55.0,6871.0,0
9740,35.0,Female,Electronics,Medium,D,Flight,3.0,129.09,5,12.0,4547.0,1
9741,24.0,Male,Clothing,Low,D,Flight,3.0,124.12,1,62.0,5387.0,1
9742,21.0,Male,Toys,High,B,Road,1.0,56.05,4,14.0,5863.0,1
9743,43.0,Female,Books,Medium,A,Road,4.0,349.77,1,52.0,1860.0,1
9744,22.0,Female,Sports,Medium,C,Ship,3.0,30.83,5,54.0,4980.0,1
9745,33.0,Female,Home & Garden,Critical,F,Flight,4.0,98.38,4,4.0,5744.0,0
9746,52.0,Female,Clothing,Medium,C,Ship,2.0,45.08,4,38.0,5848.0,1
9747,43.0,Other,Clothing,Low,A,Ship,1.0,278.98,7,12.0,3369.0,0
9748,35.0,Female,Electronics,High,D,Ship,5.0,282.25,3,18.0,3261.0,1
9749,46.0,Other,Sports,Medium,B,Ship,2.0,105.24,1,30.0,1616.0,1
9750,40.0,Female,Clothing,Medium,C,Flight,2.0,272.27,3,52.0,1167.0,1
9751,31.0,Male,Home & Garden,Medium,B,Ship,4.0,87.11,5,65.0,6380.0,1
9752,32.0,Male,Clothing,Medium,D,Ship,4.0,105.36,6,4.0,3757.0,1
9753,66.0,Male,Clothing,Low,A,Ship,1.0,359.1,3,29.0,5538.0,1
9754,50.0,Male,Home & Garden,Medium,C,Ship,3.0,298.8,3,48.0,2942.0,1
9755,42.0,Male,Sports,Low,A,Flight,4.0,327.37,5,57.0,1488.0,0
9756,38.0,Male,Electronics,Medium,F,Road,4.0,53.92,4,17.0,2774.0,0
9757,34.0,Female,Clothing,Critical,A,Flight,5.0,58.47,1,35.0,3500.0,0
9758,40.0,Male,Electronics,Medium,D,Ship,1.0,102.26,3,37.0,6675.0,1
9759,60.0,Male,Electronics,High,D,Flight,5.0,51.84,2,49.0,5038.0,0
9760,34.0,Female,Home & Garden,Medium,F,Flight,5.0,177.33,4,48.0,1026.0,0
9761,31.0,Female,Electronics,High,A,Ship,5.0,181.42,3,27.0,6262.0,1
9762,46.0,Other,Electronics,Low,D,Ship,5.0,115.42,7,55.0,6684.0,1
9763,37.0,Female,Books,Medium,D,Ship,2.0,137.12,7,32.0,5954.0,0
9764,47.0,Male,Clothing,Medium,D,Ship,5.0,50.94,2,1.0,5499.0,1
9765,36.0,Male,Electronics,High,D,Flight,4.0,257.17,6,1.0,6716.0,1
9766,56.0,Male,Electronics,Low,B,Road,1.0,91.54,5,31.0,3033.0,1
9767,30.0,Male,Electronics,Medium,C,Ship,4.0,330.3,3,11.0,4061.0,1
9768,35.0,Male,Clothing,Low,B,Ship,4.0,324.79,1,,4734.0,1
9769,40.0,Other,Home & Garden,Medium,D,Ship,4.0,208.91,4,50.0,1001.0,1
9770,,Male,Home & Garden,High,A,Road,5.0,145.6,6,5.0,3690.0,1
9771,50.0,Male,Electronics,High,B,Road,4.0,76.33,3,14.0,3804.0,0
9772,56.0,Male,Home & Garden,Low,F,Flight,2.0,584.73,7,46.0,3553.0,0
9773,57.0,Female,Clothing,Low,C,Flight,,482.99,7,44.0,1151.0,1
9774,35.0,Male,Clothing,Medium,A,Ship,3.0,309.01,7,44.0,5041.0,0
9775,26.0,Male,Sports,Critical,B,Ship,3.0,530.78,1,14.0,1548.0,0
9776,50.0,Male,Clothing,Medium,C,Ship,4.0,488.99,3,9.0,2048.0,0
9777,49.0,Male,Electronics,Medium,B,Road,2.0,177.71,2,11.0,5227.0,1
9778,34.0,Male,Books,Medium,F,Flight,3.0,77.08,4,34.0,3179.0,0
9779,36.0,Male,Electronics,Low,D,Ship,2.0,75.6,1,3.0,6038.0,1
9780,44.0,Male,Clothing,High,F,Ship,3.0,167.5,7,9.0,1326.0,1
9781,23.0,Female,Sports,Medium,D,Ship,4.0,288.18,1,42.0,2841.0,0
9782,52.0,Female,Home & Garden,High,C,Ship,1.0,133.68,5,30.0,2168.0,0
9783,54.0,Female,Sports,Medium,B,Flight,,133.43,7,30.0,2746.0,1
9784,,Male,Electronics,High,B,Road,4.0,45.13,4,30.0,3612.0,1
9785,37.0,Male,Clothing,Low,F,Road,3.0,331.72,6,19.0,3959.0,0
9786,42.0,Male,Electronics,High,A,Ship,3.0,67.67,3,36.0,6207.0,0
9787,21.0,Male,Clothing,Medium,C,Flight,4.0,487.65,7,58.0,3511.0,0
9788,27.0,Male,Clothing,High,D,Ship,4.0,68.29,2,23.0,3368.0,0
9789,27.0,Male,Home & Garden,High,C,Ship,5.0,301.16,3,58.0,1213.0,1
9790,41.0,Female,Electronics,Medium,F,Ship,3.0,303.8,2,28.0,3576.0,0
9791,38.0,Female,Electronics,Medium,B,Flight,5.0,425.64,5,44.0,6644.0,1
9792,28.0,Female,Clothing,Critical,D,Ship,5.0,177.33,6,11.0,2234.0,1
9793,44.0,Male,Toys,Medium,D,Road,5.0,133.05,1,7.0,2227.0,0
9794,33.0,Female,Books,Critical,D,Flight,1.0,50.42,2,59.0,5882.0,0
9795,43.0,Male,Toys,Low,D,Flight,2.0,390.09,1,25.0,6106.0,1
9796,47.0,Female,Clothing,Medium,C,Ship,4.0,137.94,6,19.0,4995.0,0
9797,66.0,Male,Electronics,Low,C,Ship,5.0,934.25,1,30.0,6110.0,1
9798,33.0,Male,Clothing,Low,F,Ship,2.0,101.01,3,41.0,5929.0,0
9799,24.0,Female,Home & Garden,Medium,B,Ship,4.0,145.28,2,49.0,6721.0,0
9800,,Female,Electronics,Low,B,Flight,2.0,137.73,2,31.0,1557.0,1
9801,52.0,Male,Clothing,Critical,C,Ship,5.0,159.9,1,5.0,3281.0,0
9802,33.0,Male,Electronics,High,F,Flight,5.0,80.36,6,31.0,5591.0,1
9803,57.0,Male,Clothing,Low,A,Ship,3.0,93.97,6,31.0,2605.0,1
9804,29.0,Female,Electronics,Medium,D,Flight,1.0,153.43,6,42.0,6414.0,0
9805,52.0,Female,Electronics,High,B,Flight,3.0,324.8,2,31.0,2908.0,1
9806,66.0,Other,Clothing,Medium,D,Ship,4.0,302.93,4,0.0,1663.0,1
9807,38.0,Male,Clothing,High,B,Road,4.0,70.79,6,10.0,5340.0,1
9808,67.0,Female,Clothing,Medium,A,Ship,5.0,181.62,5,11.0,2235.0,1
9809,60.0,Female,Sports,High,B,Road,5.0,177.76,6,20.0,6821.0,0
9810,53.0,Male,Electronics,Medium,A,Flight,3.0,199.17,4,20.0,6301.0,1
9811,65.0,Male,Sports,High,B,Ship,2.0,105.56,3,9.0,2059.0,0
9812,34.0,Female,Electronics,Medium,C,Ship,3.0,283.3,3,8.0,4490.0,0
9813,49.0,Female,Clothing,Medium,D,Ship,4.0,95.81,7,11.0,5131.0,1
9814,58.0,Female,Home & Garden,Low,F,Road,4.0,109.76,4,31.0,6338.0,1
9815,23.0,Female,Toys,Medium,F,Ship,1.0,72.56,5,17.0,5140.0,0
9816,41.0,Female,Home & Garden,Medium,B,Ship,2.0,65.0,6,49.0,3262.0,1
9817,44.0,Female,Electronics,High,F,Ship,4.0,456.2,6,38.0,2481.0,1
9818,37.0,Male,Clothing,Medium,D,Road,4.0,130.17,2,4.0,1654.0,1
9819,42.0,Male,Clothing,Medium,C,Flight,4.0,311.71,6,55.0,6774.0,1
9820,19.0,Female,Clothing,Low,C,Ship,3.0,314.21,5,21.0,5680.0,0
9821,26.0,Female,Electronics,High,A,Ship,2.0,199.18,7,30.0,6964.0,1
9822,45.0,Male,Clothing,High,F,Flight,2.0,379.63,5,17.0,2854.0,0
9823,55.0,Male,Electronics,High,D,Road,5.0,30.17,2,7.0,5933.0,1
9824,20.0,Male,Sports,Critical,F,Ship,3.0,65.29,6,32.0,6193.0,1
9825,37.0,Male,Home & Garden,Critical,D,Road,3.0,414.84,2,14.0,3368.0,0
9826,23.0,Male,Electronics,High,A,Ship,2.0,582.28,7,6.0,6999.0,0
9827,56.0,Female,Books,Medium,F,Ship,3.0,173.07,2,34.0,,0
9828,50.0,Male,Home & Garden,Medium,C,Flight,3.0,266.36,2,35.0,6078.0,0
9829,18.0,Female,Clothing,Medium,A,Flight,5.0,63.95,1,39.0,6665.0,1
9830,54.0,Female,Electronics,Critical,F,Ship,5.0,252.6,4,40.0,2272.0,1
9831,,Female,Home & Garden,Medium,C,Flight,5.0,239.6,6,10.0,5317.0,1
9832,62.0,Male,Clothing,Low,C,Flight,3.0,53.22,7,50.0,2793.0,0
9833,51.0,Female,Books,Critical,D,Flight,4.0,335.65,1,22.0,3030.0,0
9834,64.0,Male,Electronics,Medium,C,Ship,5.0,36.83,4,45.0,3435.0,0
9835,32.0,Male,Electronics,High,B,Flight,1.0,812.39,4,3.0,5561.0,1
9836,,Female,Toys,High,F,Road,4.0,706.7,6,41.0,2783.0,1
9837,43.0,Female,Toys,High,F,Flight,3.0,339.21,4,33.0,3874.0,1
9838,31.0,Male,Electronics,High,D,Ship,3.0,163.48,7,45.0,1291.0,0
9839,24.0,Female,Sports,High,C,Ship,3.0,100.79,5,6.0,4779.0,1
9840,63.0,Female,Electronics,High,D,Road,4.0,112.82,4,36.0,5656.0,0
9841,48.0,Female,Sports,Medium,B,Ship,3.0,51.77,6,19.0,4339.0,1
9842,41.0,Female,Books,High,D,Flight,3.0,288.34,2,,3008.0,0
9843,48.0,Male,Electronics,High,F,Ship,4.0,678.07,5,35.0,6140.0,1
9844,46.0,Female,Electronics,Medium,D,Ship,3.0,84.58,7,55.0,3298.0,0
9845,59.0,Male,Electronics,Medium,F,Ship,1.0,791.3,5,4.0,1741.0,1
9846,,female,Electronics,Medium,A,Ship,3.0,150.66,1,56.0,4668.0,1
9847,34.0,Male,Electronics,Medium,B,Ship,2.0,60.2,3,14.0,1011.0,0
9848,31.0,Male,Sports,Low,B,Flight,1.0,325.78,7,63.0,4248.0,0
9849,57.0,Female,Clothing,High,F,Ship,5.0,384.48,6,44.0,1243.0,1
9850,53.0,Male,Clothing,Low,A,Ship,4.0,112.43,5,53.0,4259.0,1
9851,,Male,Sports,Low,C,Road,3.0,711.95,2,,5239.0,0
9852,41.0,Male,Clothing,Low,D,Ship,5.0,183.73,7,55.0,5426.0,1
9853,62.0,Female,Clothing,Medium,C,Flight,3.0,36.53,5,39.0,3658.0,0
9854,44.0,Male,Electronics,Medium,A,Flight,2.0,114.52,1,0.0,6006.0,1
9855,42.0,Male,Home & Garden,Medium,B,Ship,3.0,320.43,5,15.0,2939.0,0
9856,49.0,Male,Electronics,Critical,C,Ship,5.0,74.33,3,5.0,2875.0,0
9857,69.0,Male,Sports,High,A,Ship,4.0,58.24,7,46.0,2178.0,1
9858,35.0,Male,Clothing,High,B,Road,4.0,220.3,4,5.0,1399.0,1
9859,63.0,Female,Home & Garden,Medium,C,Ship,2.0,101.03,5,47.0,3402.0,1
9860,35.0,Male,Home & Garden,High,B,Flight,1.0,220.18,1,1.0,3791.0,0
9861,54.0,Male,Home & Garden,High,F,Ship,4.0,105.79,3,60.0,5667.0,1
9862,43.0,Male,Clothing,Critical,B,Ship,3.0,325.04,7,10.0,6342.0,1
9863,26.0,Male,Clothing,Low,B,Ship,1.0,139.5,4,9.0,5238.0,1
9864,52.0,Male,Books,Low,A,Ship,5.0,886.45,7,61.0,6733.0,1
9865,25.0,Female,Electronics,Low,A,Ship,1.0,123.92,5,7.0,5981.0,0
9866,37.0,Male,Electronics,Critical,D,Ship,1.0,61.69,6,9.0,4873.0,0
9867,59.0,Male,Home & Garden,High,A,Ship,,231.64,2,51.0,3090.0,1
9868,39.0,Female,Sports,Medium,F,Ship,3.0,290.86,5,3.0,3313.0,1
9869,36.0,Male,Clothing,Medium,F,Road,3.0,114.48,2,2.0,2897.0,1
9870,47.0,Female,Home & Garden,High,B,Ship,3.0,303.99,1,44.0,4452.0,1
9871,45.0,Male,Home & Garden,Critical,A,Ship,5.0,113.55,6,29.0,2258.0,1
9872,52.0,Male,Electronics,High,D,Ship,3.0,50.44,4,46.0,6250.0,1
9873,60.0,Female,Home & Garden,High,A,Flight,4.0,47.37,5,33.0,6351.0,0
9874,28.0,Male,Sports,Medium,D,Road,3.0,159.47,7,56.0,1622.0,0
9875,48.0,Female,Toys,Medium,B,Ship,3.0,852.23,4,20.0,5418.0,1
9876,,Female,Electronics,High,F,Ship,5.0,181.82,6,40.0,3468.0,0
9877,,Female,Home & Garden,High,A,Flight,4.0,181.93,2,52.0,1823.0,1
9878,56.0,Female,Clothing,High,A,Ship,4.0,427.34,3,39.0,5296.0,1
9879,53.0,Female,Electronics,Low,F,Ship,2.0,618.73,6,21.0,6165.0,1
9880,47.0,Female,Home & Garden,Low,F,Ship,2.0,68.7,1,22.0,1669.0,0
9881,40.0,Female,Electronics,Low,C,Road,2.0,58.32,5,23.0,2439.0,1
9882,36.0,Male,Clothing,Medium,C,Ship,4.0,259.45,3,10.0,5754.0,1
9883,29.0,Male,Clothing,Medium,C,Ship,1.0,219.22,6,59.0,1953.0,1
9884,32.0,Male,Clothing,Critical,F,Flight,3.0,114.84,1,33.0,1530.0,0
9885,48.0,Male,Clothing,High,C,Ship,3.0,481.77,7,15.0,2281.0,0
9886,60.0,Female,Clothing,Medium,A,Road,5.0,186.46,2,25.0,6697.0,0
9887,54.0,Male,Home & Garden,Low,F,Road,3.0,68.03,1,42.0,3128.0,1
9888,54.0,Male,Electronics,High,A,Flight,5.0,128.68,4,18.0,3829.0,1
9889,32.0,Female,Home & Garden,Medium,F,Flight,4.0,450.49,2,27.0,1492.0,0
9890,46.0,Male,Books,High,B,Flight,3.0,33.76,6,47.0,6854.0,1
9891,67.0,Male,Electronics,Medium,A,Ship,4.0,393.95,1,51.0,6567.0,0
9892,60.0,Female,Clothing,Low,F,Flight,1.0,635.84,4,49.0,6644.0,0
9893,43.0,Female,Home & Garden,Low,D,Ship,5.0,121.25,6,41.0,5824.0,0
9894,61.0,Female,Home & Garden,Medium,F,Road,4.0,97.04,4,53.0,1817.0,0
9895,19.0,Male,Clothing,Medium,B,Flight,3.0,66.25,5,26.0,1777.0,0
9896,37.0,Male,Home & Garden,High,F,Ship,4.0,38.17,5,46.0,3495.0,1
9897,32.0,Female,Electronics,High,B,Road,3.0,255.72,1,25.0,3255.0,0
9898,69.0,Male,Clothing,Critical,C,Road,3.0,67.5,4,33.0,1606.0,0
9899,,Female,Clothing,High,A,Flight,3.0,480.46,3,14.0,3981.0,0
9900,39.0,Female,Electronics,Medium,B,Flight,5.0,151.67,4,3.0,6286.0,1
9901,67.0,Male,Clothing,Medium,D,Ship,4.0,751.74,7,0.0,6234.0,0
9902,,Male,Home & Garden,High,A,Flight,5.0,810.73,2,39.0,5656.0,1
9903,40.0,Male,Sports,Low,F,Ship,3.0,352.42,1,60.0,3535.0,1
9904,43.0,Female,Electronics,Critical,F,Road,3.0,145.88,1,35.0,1925.0,1
9905,68.0,Male,Toys,Medium,B,Flight,2.0,154.12,5,17.0,5806.0,0
9906,28.0,Male,Home & Garden,Critical,D,Ship,1.0,631.46,7,2.0,5722.0,1
9907,45.0,Female,Clothing,Critical,B,Ship,2.0,290.16,4,42.0,1902.0,0
9908,19.0,Male,Electronics,Medium,D,Ship,5.0,132.39,5,45.0,6772.0,0
9909,25.0,Male,Home & Garden,Low,B,Ship,3.0,426.83,6,27.0,5964.0,1
9910,46.0,Female,Books,Medium,C,Ship,2.0,93.44,4,,1280.0,0
9911,28.0,Male,Clothing,Medium,C,Ship,3.0,582.38,6,51.0,4423.0,1
9912,54.0,Female,Home & Garden,High,C,Flight,4.0,85.54,1,11.0,5993.0,1
9913,35.0,Female,Clothing,Low,B,Ship,4.0,294.12,2,24.0,2692.0,1
9914,67.0,Male,Clothing,Medium,A,Ship,5.0,238.44,2,35.0,2633.0,0
9915,31.0,Female,Clothing,Critical,F,Ship,5.0,206.5,2,,2339.0,1
9916,27.0,Male,Sports,Critical,A,Ship,3.0,156.27,1,9.0,4327.0,0
9917,52.0,Other,Clothing,Low,F,Ship,1.0,193.08,5,62.0,2690.0,0
9918,26.0,Male,Electronics,High,D,Ship,4.0,265.84,4,50.0,1804.0,0
9919,52.0,Male,Clothing,Low,C,Ship,3.0,230.69,5,26.0,5259.0,1
9920,28.0,Male,Books,High,C,Ship,4.0,94.75,1,17.0,5989.0,0
9921,61.0,Male,Sports,Medium,F,Ship,3.0,93.41,6,52.0,5111.0,1
9922,29.0,Female,Clothing,Critical,C,Road,3.0,239.46,5,54.0,2591.0,0
9923,20.0,Female,Books,High,A,Ship,4.0,63.08,7,4.0,5191.0,1
9924,56.0,Female,Electronics,Medium,B,Ship,1.0,768.07,3,36.0,3098.0,0
9925,31.0,Male,Electronics,Medium,C,Ship,2.0,405.18,7,51.0,6870.0,0
9926,45.0,Male,Electronics,Medium,C,Ship,5.0,150.67,4,59.0,5706.0,0
9927,28.0,Female,Electronics,High,D,Flight,5.0,178.89,1,24.0,1623.0,1
9928,56.0,Male,Electronics,High,B,Ship,2.0,117.47,3,32.0,1160.0,1
9929,42.0,Female,Home & Garden,High,F,Ship,4.0,63.07,5,14.0,5854.0,1
9930,38.0,Female,Home & Garden,High,B,Flight,2.0,209.04,2,0.0,3939.0,1
9931,27.0,Male,Home & Garden,High,B,Ship,3.0,928.32,5,37.0,4260.0,1
9932,60.0,Female,Home & Garden,Critical,F,Flight,4.0,65.57,1,44.0,2795.0,0
9933,32.0,Female,Sports,High,B,Flight,4.0,183.62,6,6.0,2599.0,1
9934,36.0,Female,Electronics,Medium,D,Ship,3.0,674.66,2,11.0,6723.0,0
9935,65.0,Male,Home & Garden,High,A,Ship,5.0,836.99,5,25.0,6739.0,0
9936,39.0,Male,Home & Garden,Medium,B,Ship,3.0,163.08,1,9.0,3330.0,0
9937,38.0,Male,Toys,Critical,A,Ship,3.0,45.18,3,49.0,1117.0,1
9938,69.0,Male,Electronics,Medium,D,Flight,2.0,87.54,3,24.0,1383.0,1
9939,61.0,Male,Electronics,Medium,D,Ship,4.0,273.31,2,63.0,3580.0,1
9940,49.0,Female,Home & Garden,Medium,B,Flight,2.0,44.44,5,53.0,6538.0,1
9941,67.0,Female,Sports,High,C,Road,2.0,233.13,3,42.0,1206.0,1
9942,40.0,Female,Clothing,Low,B,Road,3.0,149.71,6,26.0,6385.0,0
9943,30.0,Male,Home & Garden,Critical,A,Ship,3.0,69.86,5,15.0,5627.0,1
9944,22.0,Female,Electronics,Medium,D,Ship,1.0,50.98,3,60.0,2867.0,1
9945,21.0,Male,Toys,Medium,A,Road,4.0,259.75,1,,2422.0,1
9946,45.0,Female,Electronics,Low,A,Ship,5.0,68.74,2,63.0,5920.0,1
9947,31.0,Female,Electronics,Medium,F,Ship,5.0,177.93,2,42.0,6110.0,0
9948,25.0,Female,Electronics,Medium,D,Ship,5.0,165.86,6,13.0,6480.0,0
9949,26.0,Other,Clothing,Medium,D,Ship,2.0,253.95,4,63.0,2958.0,1
9950,68.0,Female,Electronics,Medium,A,Ship,3.0,142.89,3,62.0,4937.0,0
9951,52.0,Male,Sports,Low,D,Ship,4.0,523.97,3,48.0,6244.0,1
9952,54.0,Male,Books,Medium,B,Ship,5.0,412.69,4,51.0,1994.0,1
9953,38.0,Male,Clothing,High,F,Flight,2.0,370.21,5,,1327.0,0
9954,35.0,Male,Home & Garden,Medium,B,Ship,3.0,94.95,2,31.0,5604.0,1
9955,50.0,Female,Electronics,Medium,C,Ship,5.0,869.26,2,47.0,1494.0,1
9956,25.0,Male,Clothing,Medium,C,Ship,3.0,178.54,2,11.0,1561.0,1
9957,68.0,Female,Clothing,Medium,A,Flight,3.0,781.25,1,,6820.0,0
9958,66.0,Male,Electronics,Medium,C,Ship,4.0,397.73,7,23.0,2784.0,0
9959,34.0,Male,Home & Garden,High,B,Road,3.0,430.38,5,2.0,2062.0,0
9960,60.0,Female,Electronics,Critical,C,Road,4.0,274.7,6,1.0,5898.0,1
9961,48.0,Male,Books,Low,A,Ship,2.0,68.19,4,7.0,6189.0,0
9962,51.0,Female,Home & Garden,Low,D,Ship,2.0,664.12,2,0.0,5342.0,0
9963,23.0,Female,Sports,Low,F,Flight,3.0,132.24,3,45.0,3963.0,1
9964,39.0,Male,Toys,Medium,A,Ship,5.0,604.99,3,3.0,5947.0,1
9965,31.0,Male,Toys,Low,A,Ship,3.0,450.17,5,31.0,2287.0,0
9966,20.0,Male,Home & Garden,Medium,A,Ship,5.0,375.65,1,15.0,5099.0,1
9967,29.0,Female,Clothing,Critical,B,Ship,5.0,31.63,7,30.0,4590.0,1
9968,,Female,Clothing,Low,D,Road,4.0,201.9,4,,4494.0,0
9969,29.0,Male,Sports,Medium,A,Ship,3.0,85.94,6,42.0,1128.0,1
9970,62.0,Female,Clothing,High,D,Ship,3.0,454.94,2,12.0,1702.0,0
9971,19.0,Male,Toys,Low,A,Flight,4.0,271.82,7,7.0,6174.0,0
9972,19.0,Female,Electronics,Low,B,Ship,2.0,239.22,4,10.0,3338.0,1
9973,32.0,Female,Clothing,High,A,Ship,3.0,499.75,7,32.0,2788.0,0
9974,40.0,Female,Clothing,Low,C,Flight,5.0,100.1,6,3.0,4984.0,0
9975,46.0,Female,Sports,High,B,Ship,2.0,52.83,4,21.0,4722.0,1
9976,,Male,Electronics,Low,A,Ship,5.0,102.88,6,57.0,6091.0,1
9977,49.0,Other,Clothing,Medium,A,Ship,4.0,70.55,6,59.0,6248.0,1
9978,24.0,Male,Clothing,High,A,Ship,4.0,88.24,3,25.0,3614.0,1
9979,47.0,Female,Electronics,Medium,C,Flight,4.0,197.07,1,14.0,3281.0,1
9980,45.0,Male,Clothing,Low,C,Flight,4.0,151.53,2,31.0,6751.0,1
9981,31.0,Other,Clothing,Low,A,Ship,4.0,822.5,3,52.0,5910.0,1
9982,61.0,Female,Electronics,High,C,Ship,4.0,138.42,3,60.0,1841.0,0
9983,47.0,Female,Clothing,High,A,Ship,3.0,62.93,6,3.0,5801.0,1
9984,34.0,Male,Toys,Low,C,Flight,5.0,445.69,3,16.0,4999.0,0
9985,49.0,Female,Toys,High,D,Flight,2.0,94.69,3,11.0,4555.0,1
9986,63.0,Female,Clothing,High,A,Ship,4.0,52.82,4,10.0,4627.0,1
9987,23.0,Female,Clothing,Critical,A,Ship,3.0,245.08,1,13.0,2678.0,1
9988,68.0,Male,Clothing,Medium,F,Flight,4.0,89.24,4,14.0,6385.0,1
9989,41.0,Male,Toys,High,F,Ship,1.0,33.22,1,12.0,1425.0,1
9990,23.0,Male,Clothing,Medium,B,Ship,3.0,247.91,1,33.0,4570.0,1
9991,,Male,Clothing,High,D,Ship,5.0,45.03,7,4.0,6515.0,0
9992,35.0,Male,Electronics,Low,D,Ship,4.0,30.45,6,46.0,1037.0,1
9993,41.0,Male,Clothing,Low,B,Flight,3.0,259.29,2,42.0,2247.0,0
9994,54.0,Male,Electronics,High,F,Ship,2.0,150.72,4,23.0,3362.0,1
9995,41.0,Male,Sports,High,B,Road,3.0,356.37,5,43.0,,0
9996,55.0,Male,Home & Garden,Medium,F,Ship,5.0,65.9,6,48.0,1777.0,0
9997,51.0,Female,Home & Garden,Medium,A,Ship,3.0,172.96,7,32.0,1570.0,1
9998,57.0,Male,Clothing,Medium,B,Flight,4.0,54.67,1,1.0,6106.0,1
9999,64.0,Male,Sports,Low,C,Flight,4.0,135.43,5,33.0,6405.0,0
10000,32.0,Male,Electronics,Low,F,Ship,3.0,118.13,3,62.0,2392.0,0
10001,28.0,Female,Clothing,Low,A,Road,3.0,233.33,7,9.0,2690.0,1
10002,39.0,Female,Home & Garden,Medium,C,Ship,2.0,225.33,1,14.0,5584.0,0
10003,41.0,Male,Books,Medium,C,Ship,2.0,89.74,1,38.0,3536.0,0
10004,18.0,Male,Electronics,Low,D,Road,2.0,40.4,6,50.0,4077.0,1
10005,35.0,Other,Clothing,Critical,F,Ship,1.0,52.14,4,14.0,5728.0,0
10006,61.0,Male,Clothing,Low,A,Flight,4.0,518.2,1,19.0,6073.0,0
10007,29.0,Male,Books,High,F,Ship,2.0,289.34,7,62.0,2370.0,1
10008,60.0,Male,Electronics,High,A,Ship,5.0,600.89,5,52.0,1707.0,0
10009,45.0,Male,Clothing,Low,F,Road,4.0,222.32,1,13.0,6882.0,1
10010,57.0,Other,Electronics,Medium,C,Ship,3.0,452.87,2,12.0,1423.0,1
10011,24.0,Male,Electronics,Medium,D,Road,,326.42,2,43.0,3478.0,1
10012,40.0,Female,Electronics,Medium,B,Ship,2.0,86.14,4,38.0,1688.0,1
10013,38.0,Other,Toys,Medium,F,Ship,5.0,307.08,2,65.0,6914.0,0
10014,51.0,Female,Electronics,Medium,C,Ship,4.0,218.01,1,59.0,5547.0,1
10015,28.0,Male,Toys,Critical,B,Flight,1.0,67.22,7,32.0,6117.0,0
10016,39.0,Male,Electronics,Low,B,Flight,4.0,49.77,7,63.0,1533.0,1
10017,59.0,Male,Toys,High,B,Road,2.0,121.35,2,46.0,6216.0,0
10018,52.0,Male,Home & Garden,Medium,C,Ship,4.0,206.23,6,,1715.0,1
10019,,Female,Electronics,Medium,A,Ship,5.0,192.7,3,9.0,3312.0,0
10020,46.0,Male,Home & Garden,Low,B,Road,4.0,161.24,4,63.0,5829.0,0
10021,59.0,Female,Clothing,Medium,D,Ship,5.0,160.32,6,2.0,6138.0,0
10022,45.0,Male,Clothing,High,A,Ship,4.0,33.33,1,59.0,2236.0,1
10023,35.0,Female,Clothing,Low,C,Ship,1.0,34.36,2,25.0,4586.0,0
10024,31.0,Female,Clothing,Medium,B,Road,4.0,134.77,3,,5983.0,0
10025,35.0,Male,Home & Garden,Medium,C,Ship,3.0,174.79,2,33.0,1708.0,0
10026,45.0,Male,Sports,Low,C,Flight,5.0,255.12,2,37.0,5106.0,1
